,PickUp,Drop,Bus_Type,From_To,Rating,Price,State
3263,Rama Talkies,Diwaan Chervu,Volvo Multi Axle Sleeper B11R (2+1),visakhapatnam-to-rajahmundry,2.9,610.0,APRTC
3264,Gajuwaka,Lala Cheruvu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.6,790.0,APRTC
3265,RTC Complex,Rajamahendravaram,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,2.7,570.0,APRTC
3266,Seethammapeta,Lala Cheruvu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.6,600.0,APRTC
3267,Maddilapalem Highway,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,2.5,670.0,APRTC
3268,Gurudwar,Morampudi Junction,NON A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,699.0,APRTC
3269,Seethammapeta,Morampudi Junction,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.6,790.0,APRTC
3271,Rama Talkies,Diwaan Chervu,NON A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,660.0,APRTC
3273,NAD Junction,Lala Cheruvu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.6,600.0,APRTC
3274,Yandada,Dewan Cheruvu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,450.0,APRTC
3275,Rama Talkies,Diwaan Chervu,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,760.0,APRTC
3276,Maddilapalem Highway,Diwancheru,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,399.0,APRTC
3277,Murali Nagar,Diwaan Chervu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,1330.0,APRTC
3278,RTC Complex,Vemagiri Junction,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.3,10000.0,APRTC
3279,NAD Junction,Morampudi Junction,Volvo Multi-Axle Sleeper A/C (2+1),visakhapatnam-to-rajahmundry,4.1,1082.0,APRTC
3280,Gajuwaka,Godavari Institute Of Enginee,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,4.7,888.0,APRTC
3281,Rama Talkies,Diwaan Chervu,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,3.3,990.0,APRTC
3282,Madhurawada,Rajahamundry,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.9,1500.0,APRTC
3283,anadhapuram,Rajamahendravaram,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,899.0,APRTC
3284,Rama Takies,Rajahmundry,A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,2000.0,APRTC
3285,MVP Colony,Diwancheruvu Junction,A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,2.8,3999.0,APRTC
3286,MVP Colony,Diwancheruvu Junction,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,3999.0,APRTC
3287,Kommadi,Rajamahendravaram,NON A/C Seater (2+2),visakhapatnam-to-rajahmundry,3.5,3000.0,APRTC
3288,Rtc Complex,Lalacheruvu HP Petrol pump,A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,3999.0,APRTC
3290,Maddipalem,Lalacheruvu HP Petrol pump,A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,3999.0,APRTC
3291,Yandada,Diwaan Chervu,NON A/C Semi Sleeper (2+2),visakhapatnam-to-rajahmundry,3.5,5000.0,APRTC
3293,Thagarapuvalasa,Rajahmundry,A/C Seater/Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,3999.0,APRTC
3294,Thagarapuvalasa,Rajahmundry,AC Seater (2+2),visakhapatnam-to-rajahmundry,3.5,3999.0,APRTC
3296,Maddipalem,Lalacheruvu HP Petrol pump,Non AC Seater (2+3),visakhapatnam-to-rajahmundry,3.5,3999.0,APRTC
3297,RTC Complex,Morampudi Junction,Non A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,888.0,APRTC
3298,Lankala Palem,Diwaan Chervu,Scania AC Multi Axle Sleeper (2+1),visakhapatnam-to-rajahmundry,2.4,960.0,APRTC
3299,Madhurawada,Rajahmundry,A/C Seater / Sleeper (2+1),visakhapatnam-to-rajahmundry,3.5,3999.0,APRTC
3300,Lankala Palem,Lala Cheruvu,Volvo Multi-Axle A/C Sleeper (2+1),visakhapatnam-to-rajahmundry,2.4,960.0,APRTC
3301,Rama Talkies,Lalacheruvu H P Oil Pumpl Bunk,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),visakhapatnam-to-rajahmundry,3.4,1400.0,APRTC
3302,"ashok nagar, near jyothi theater", Bus Stand,NON A/C Seater/ Sleeper (2+1),hyderabad-to-addanki,3.8,690.0,APRTC
3303,Beeramguda,Addanki Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,4.6,373.0,APRTC
3304,Gandi Maisamma,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,4.0,560.0,APRTC
3305,Miyapur,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,3.9,589.0,APRTC
3306,Kothapet, Bus Stand,Volvo Multi-Axle Sleeper A/C (2+1),hyderabad-to-addanki,3.6,900.0,APRTC
3307,Bahadurpally,Addanki Bus Stand,NON A/C Hi-Tech Push Back (2+2),hyderabad-to-addanki,3.4,428.0,APRTC
3308,Bhel,Bus stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.6,555.0,APRTC
3309,LB Nagar,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,4.3,690.0,APRTC
3310,Beeramguda,Addanki,A/C Sleeper (2+1),hyderabad-to-addanki,4.8,570.0,APRTC
3311,Gandi Maisamma,addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.3,379.0,APRTC
3312,Bhel,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.4,377.0,APRTC
3313,Miyapur,Addanki,A/C Sleeper (2+1),hyderabad-to-addanki,3.0,800.0,APRTC
3314,Panjagutta,Addanki,A/C Sleeper (2+1),hyderabad-to-addanki,4.8,810.0,APRTC
3315,Chanda Nagar,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,3.9,690.0,APRTC
3316,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,4.0,475.0,APRTC
3317,Kukatpalli,RTC Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,4.6,714.0,APRTC
3318,Beeramguda,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,3.3,700.0,APRTC
3319,Tarnaka,Addanki Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-addanki,3.2,600.0,APRTC
3320,Beeramguda,Addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.4,371.0,APRTC
3321,Shaikpet,Addanki Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.7,499.0,APRTC
3322,Moula Ali (Pickup VanBus),Addanki Bus Stand,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),hyderabad-to-addanki,3.8,800.0,APRTC
3323,Ecil,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.7,540.0,APRTC
3324,Madhapur,Addanki Bus Stand,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-addanki,2.9,1000.0,APRTC
3325,Gachibowli,Addanki,NON A/C Semi Sleeper / Sleeper (2+1),hyderabad-to-addanki,2.7,500.0,APRTC
3326,Kukatpally,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,4.0,799.0,APRTC
3327,ilapur kcr buildings,Bus stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,2.3,415.0,APRTC
3328,Bhel,Addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.4,380.0,APRTC
3329,Beeramguda,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,2.7,3999.0,APRTC
3330,Serilingampally,addanki,NON A/C Sleeper (2+1),hyderabad-to-addanki,2.9,1899.0,APRTC
3331,Beeramguda,addanki,NON A/C Sleeper (2+1),hyderabad-to-addanki,2.6,580.0,APRTC
3332,Gandi Maisamma,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.2,820.0,APRTC
3333,BANDLAGUDA (KEESARA),addanki,NON AC Seater / Sleeper 2+1,hyderabad-to-addanki,2.1,474.0,APRTC
3334,Chanda Nagar,Addanki Bus Stand,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-addanki,2.0,720.0,APRTC
3335,Lingampalli (Pickup Van/Bus),Elchru,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,2.7,449.0,APRTC
3336,Ambethkar Nagar,Addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,2.0,500.0,APRTC
3337,Gandi Maisamma,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,2.4,900.0,APRTC
3338,Madhapur,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,4.6,560.0,APRTC
3339,Chanda Nagar,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.7,720.0,APRTC
3340,LB Nagar,RTC Bus Stand,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-addanki,4.3,999.0,APRTC
3341,Gandi Maisamma,Addanki,A/C Sleeper (2+1),hyderabad-to-addanki,4.1,719.0,APRTC
3342,Lakdikapul,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,3.9,1044.0,APRTC
3343,Kukatpally,Addanki,A/C Sleeper (2+1),hyderabad-to-addanki,3.5,850.0,APRTC
3344,saketh towers,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.5,820.0,APRTC
3345,Bhel,Addanki Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.9,523.0,APRTC
3346,Gachibowli,Addanki Bus Stand,Volvo Multi Axle B9R A/C Sleeper (2+1),hyderabad-to-addanki,3.9,900.0,APRTC
3347,Ecil,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.9,532.0,APRTC
3348,Hydernagar,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.2,504.0,APRTC
3349,VENKATADRI,Addanki Bus Stand,Non AC Seater (2+2),hyderabad-to-addanki,3.9,580.0,APRTC
3350,BANDLAGUDA (KEESARA),Addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.8,418.0,APRTC
3352,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,4.0,808.0,APRTC
3353,SR Nagar Pickup van or Bus,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,3.7,890.0,APRTC
3354,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.6,420.0,APRTC
3355,Miyapur,Addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.5,406.0,APRTC
3356,Bhel,Addanki Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,4.6,523.0,APRTC
3357,Bandlaguda (Kesara),Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.4,589.0,APRTC
3358,Patancheru,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,4.3,900.0,APRTC
3359,Uppal,Addanki Bus Stand,NON A/C Hi-Tech Push Back (2+2),hyderabad-to-addanki,3.3,475.0,APRTC
3361,BANDLAGUDA (KEESARA) (Pickup ...,addanki,NON AC Seater / Sleeper 2+1,hyderabad-to-addanki,3.2,779.0,APRTC
3362,BANDLAGUDA (KEESARA) (Pickup ...,addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.2,779.0,APRTC
3363,Santhom,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.2,399.0,APRTC
3364,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.6,449.0,APRTC
3365,Ecil,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,3.2,1000.0,APRTC
3366,Miyapur,Addanki Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.2,399.0,APRTC
3367,Beeramguda,addanki,NON A/C Sleeper (2+1),hyderabad-to-addanki,3.2,665.0,APRTC
3368,Miyapur,Addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.3,450.0,APRTC
3369,Beeramguda,addanki,NON AC Seater / Sleeper 2+1,hyderabad-to-addanki,3.4,341.0,APRTC
3370,Suchitra, Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-addanki,3.7,650.0,APRTC
3371,Bharat Nagar,Addanki,A/C Sleeper (2+1),hyderabad-to-addanki,3.3,800.0,APRTC
3372,Madhapur,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.4,500.0,APRTC
3373,Panjagutta,Addanki,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,2.8,600.0,APRTC
3374,Miyapur,ADDANKI,A/C Sleeper (2+1),hyderabad-to-addanki,4.0,900.0,APRTC
3375,Hayathnagar,ADDANKI,A/C Sleeper (2+1),hyderabad-to-addanki,4.0,1650.0,APRTC
3376,Secunderabad,Addanki Bus Stand,Volvo Multi Axle B9R A/C Sleeper (2+1),hyderabad-to-addanki,3.9,800.0,APRTC
3377,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.9,485.0,APRTC
3378,Gandi Maisamma,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.9,427.0,APRTC
3379,Lakdikapul,Addanki,A/C Sleeper (2+1),hyderabad-to-addanki,3.8,799.0,APRTC
3380,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.7,450.0,APRTC
3381,Beeramguda,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.7,3999.0,APRTC
3382,Lakdikapul,RTC Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.5,899.0,APRTC
3383,Kukatpally,Addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.4,449.0,APRTC
3384,Kukatpally,Addanki Bus Stand,A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.4,899.0,APRTC
3385,Miyapur,Addanki,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.4,480.0,APRTC
3386,Beeramguda,RTC Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-addanki,3.3,600.0,APRTC
3387,Miyapur,Addanki Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-addanki,3.3,618.0,APRTC
3388,Chanda Nagar,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,3.2,1330.0,APRTC
3389,Serilingampally,addanki,NON AC Seater / Sleeper 2+1,hyderabad-to-addanki,3.2,379.0,APRTC
3390,Bhel,addanki,NON A/C Sleeper (2+1),hyderabad-to-addanki,3.2,665.0,APRTC
3391,Miyapur,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.2,399.0,APRTC
3392,Gandi Maisamma,Addanki Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,3.0,665.0,APRTC
3393,ilapur kcr buildings,Bus stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.0,555.0,APRTC
3394,ilapur kcr buildings,Bus stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.0,455.0,APRTC
3395,ilapur kcr buildings,Bus stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.0,599.0,APRTC
3396,Bhel,Bus stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.0,555.0,APRTC
3397,Miyapur,Addanki Bus Stand,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,3.0,900.0,APRTC
3398,Moosapet,Addanki Bus Stand,Volvo Multi-Axle A/C (2+1),hyderabad-to-addanki,3.0,665.0,APRTC
3399,Gandi Maisamma,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-addanki,2.9,750.0,APRTC
3400,Lingampalli (Pickup Van/Bus),Elchru,Non A/C Seater / Sleeper (2+1),hyderabad-to-addanki,2.1,400.0,APRTC
3401,Gandi Maisamma,Addanki,A/C Sleeper (2+1),hyderabad-to-addanki,3.5,779.0,APRTC
3402,Lakdikapul,Addanki Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-addanki,3.5,1064.0,APRTC
3403,Beeramguda,addanki,NON A/C Sleeper (2+1),hyderabad-to-addanki,3.5,1899.0,APRTC
3404,Beeramguda,Markapuram,A/C Sleeper (2+1),hyderabad-to-markapuram,4.6,990.0,APRTC
3405,Beeramguda,Markapuram,A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,4.2,650.0,APRTC
3406,Beeramguda,Dornala Bus Stop,A/C Sleeper (2+1),hyderabad-to-markapuram,4.0,699.0,APRTC
3407,Gandi Maisamma,Markapuram,Non A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,3.9,540.0,APRTC
3408,Jeedimetla,KUNTA,Non A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,4.7,549.0,APRTC
3409,Bachupally,Markapuram,Non A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,3.2,549.0,APRTC
3410,Beeramguda,Markapuram,Non A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,3.2,549.0,APRTC
3411,Gandi Maisamma,Markapuram,Non A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,3.5,500.0,APRTC
3412,Beeramguda,JAWAHARNAGAR COLONY,Non A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,3.3,599.0,APRTC
3413,Beeramguda,Markapuram,Non A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,4.0,540.0,APRTC
3414,Beeramguda,Markapuram,A/C Sleeper (2+1),hyderabad-to-markapuram,3.1,700.0,APRTC
3415,Beeramguda,Markapuram,Non A/C Seater / Sleeper (2+1),hyderabad-to-markapuram,3.1,4999.0,APRTC
3416,Kachiguda,Clock Tower,A/C Sleeper (2+1),hyderabad-to-ananthapur,4.5,999.0,APRTC
3417,LB Nagar,Bypass,Non A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,4.4,550.0,APRTC
3418,Kachiguda,Ananthapur,A/C Sleeper (2+1),hyderabad-to-ananthapur,4.4,999.0,APRTC
3419,Kukatpally,Raju Road,Non A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,4.2,550.0,APRTC
3420,Kukatpally,Police Training College PTC,Non A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,4.1,550.0,APRTC
3421,Kachiguda,Police Training College PTC,A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,4.4,650.0,APRTC
3422,Shivarampalli,Ananthapur,Volvo 9600 Multi-Axle A/C Sleeper (2+1),hyderabad-to-ananthapur,4.3,900.0,APRTC
3423,Kukatpally,Ananthapur,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),hyderabad-to-ananthapur,4.2,970.0,APRTC
3424,Lakdikapul,Thapovanam Circle,A/C Sleeper (2+1),hyderabad-to-ananthapur,4.1,1230.0,APRTC
3425,Kachiguda,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ananthapur,4.0,950.0,APRTC
3426,Panjagutta,Ananthapur,A/C Sleeper (2+1),hyderabad-to-ananthapur,4.1,990.0,APRTC
3427,Panjagutta,Sapthagiri Circle,NON A/C Seater (2+2),hyderabad-to-ananthapur,3.9,550.0,APRTC
3428,Rajendranagar,Thapovanam Circle,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),hyderabad-to-ananthapur,4.5,700.0,APRTC
3429,Nizampet,Ananthapur,A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,3.9,800.0,APRTC
3430,Kachiguda,KK BUSS COM ANANTAPUR,A/C Sleeper (2+1),hyderabad-to-ananthapur,3.7,790.0,APRTC
3431,"Aramghar, hyderabad",Anantapur,AC Sleeper (2+1),hyderabad-to-ananthapur,4.4,726.0,APRTC
3432,Kachiguda, P T,A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,4.1,650.0,APRTC
3433,LB Nagar,Ananthapur,A/C Sleeper (2+1),hyderabad-to-ananthapur,3.7,1090.0,APRTC
3434,Rajendranagar,Thapovanam Circle,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),hyderabad-to-ananthapur,3.8,700.0,APRTC
3435,Kukatpally,TOWER CLOCK,Non A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,3.5,550.0,APRTC
3436,Shamshabad,Anantapur,A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,4.2,587.0,APRTC
3437,Gachibowli,Ananthapur,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),hyderabad-to-ananthapur,4.4,855.0,APRTC
3438,Lakdikapul, Tapovanam ,Bharat Benz A/C Sleeper (2+1),hyderabad-to-ananthapur,4.1,999.0,APRTC
3439,Shamshabad,Anantapur,AC Sleeper (2+1),hyderabad-to-ananthapur,4.4,726.0,APRTC
3440,Rajendranagar,Thapovanam Circle,A/C Sleeper (2+1),hyderabad-to-ananthapur,3.6,700.0,APRTC
3441,Shadnagar,Attapur,VE A/C Sleeper (2+1),hyderabad-to-ananthapur,3.8,786.0,APRTC
3442,Nizampet X Road (Van Pickup),Anantapur,A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,3.9,557.0,APRTC
3443,Lakdikapul,Ananthapur,Scania Multi-Axle AC Semi Sleeper (2+2),hyderabad-to-ananthapur,3.6,600.0,APRTC
3444,Mehdipatnam,Thapovanam Circle,A/C Sleeper (2+1),hyderabad-to-ananthapur,4.4,799.0,APRTC
3445,Rajendranagar,Thapovanam Circle,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),hyderabad-to-ananthapur,4.5,900.0,APRTC
3446,Lakdikapul,Thapovanam Circle,A/C Volvo B11R Multi-Axle Sleeper (2+1),hyderabad-to-ananthapur,5.0,1599.0,APRTC
3447,Gachibowli O R R,Thapovanam Circle,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-ananthapur,4.8,1044.0,APRTC
3448,Lakdikapul,Anantapur Bypass,A/C Sleeper (2+1),hyderabad-to-ananthapur,4.8,880.0,APRTC
3449,Miyapur,Tapovanam Circle,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-ananthapur,3.9,731.0,APRTC
3450,Mehdipatnam,Ananthapur,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),hyderabad-to-ananthapur,4.8,600.0,APRTC
3451,Lakdikapul,Thapovanam Circle,Volvo 9600 Multi-Axle A/C Sleeper (2+1),hyderabad-to-ananthapur,4.5,1139.0,APRTC
3452,Paradise,Anantapur Bypass,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-ananthapur,4.2,1080.0,APRTC
3453,Shivarampalli,Thapovanam Circle,A/C Sleeper (2+1),hyderabad-to-ananthapur,3.3,854.0,APRTC
3454,Paradise,Anantapur bypass,Non A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,2.5,441.0,APRTC
3455,Ameerpet,Ananthapur,A/C Sleeper (2+1),hyderabad-to-ananthapur,4.5,790.0,APRTC
3456,Miyapur Allwyn X Roads (Pick...,pass,Volvo Multi-Axle A/C Sleeper (2+1),hyderabad-to-ananthapur,3.3,850.0,APRTC
3457,Rajendranagar,Kia motors,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),hyderabad-to-ananthapur,3.6,1000.0,APRTC
3458,Ameerpet,Attapur,Bharat Benz A/C Sleeper (2+1),hyderabad-to-ananthapur,4.6,890.0,APRTC
3459,Rajendranagar,Ananthapur By pass,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-ananthapur,3.0,1000.0,APRTC
3460,Tolichowki,Raju Road,VE A/C Sleeper (2+1),hyderabad-to-ananthapur,4.3,1249.0,APRTC
3461,RAJENDER NAGAR,Ananthapur,A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,2.5,499.0,APRTC
3462,Gachibowli,Tapovanam Circle,A/C Sleeper (2+1),hyderabad-to-ananthapur,3.9,865.0,APRTC
3463,Mehdipatnam,Ananthapur,NON AC Seater / Sleeper 2+1,hyderabad-to-ananthapur,3.8,450.0,APRTC
3464,Shivarampalli,Ananthapur By pass,A/C Sleeper (2+1),hyderabad-to-ananthapur,3.9,1000.0,APRTC
3465,LB Nagar,Anantapur Bypass,A/C Sleeper (2+1),hyderabad-to-ananthapur,3.6,850.0,APRTC
3466,Panjagutta,Ananthapur,Volvo 9600 Multi-Axle A/C Sleeper (2+1),hyderabad-to-ananthapur,3.7,1080.0,APRTC
3467,Ameerpet,Ananthapur ByPass,NON A/C Sleeper (2+1),hyderabad-to-ananthapur,2.9,600.0,APRTC
3468,Lakdikapul,RTC Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-ananthapur,4.1,790.0,APRTC
3469,Gachibowli, Tapovanam ,Bharat Benz A/C Sleeper (2+1),hyderabad-to-ananthapur,3.0,999.0,APRTC
3470,Hafeezpet,RTC Bus Stand,A/C Sleeper (2+1),hyderabad-to-ananthapur,3.3,799.0,APRTC
3471,Rajendranagar,Anathapur,A/C Sleeper (2+1),hyderabad-to-ananthapur,2.4,800.0,APRTC
3472,Lakdikapul,Ananthapur By pass,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-ananthapur,2.8,1260.0,APRTC
3473,Rajendranagar,Thapovanam Circle,A/C Sleeper (2+1),hyderabad-to-ananthapur,2.6,1000.0,APRTC
3474,Rajendranagar,Ananthapur By pass,Volvo 9600 Multi-Axle A/C Sleeper (2+1),hyderabad-to-ananthapur,3.0,1000.0,APRTC
3475,Rajendranagar,Ananthapur By pass,Volvo Multi-Axle Sleeper A/C (2+1),hyderabad-to-ananthapur,2.7,1000.0,APRTC
3476,Kukatpally,Attapur,A/C Sleeper (2+1),hyderabad-to-ananthapur,2.6,809.0,APRTC
3477,Patancheru,Ananthapur,Scania AC Multi Axle Sleeper (2+1),hyderabad-to-ananthapur,3.0,729.0,APRTC
3478,Lakdikapul,Ananthapur,NON A/C Sleeper (2+1),hyderabad-to-ananthapur,2.4,630.0,APRTC
3479,Miyapur,Thapovanam Circle,Non A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,2.4,550.0,APRTC
3480,Kompally near Shree Conventio...,Ananthapur By pass,A/C Seater / Sleeper (2+1),hyderabad-to-ananthapur,2.5,700.0,APRTC
3481,Hafeezpet,RTC Bus Stand,NON A/C Seater/ Sleeper (2+1),hyderabad-to-ananthapur,2.3,599.0,APRTC
3482,Hafeezpet,RTC Bus Stand,NON A/C Sleeper (2+1),hyderabad-to-ananthapur,2.2,850.0,APRTC
3483,Paradise,Raju Road,A/C Sleeper (2+1),hyderabad-to-ananthapur,2.6,1493.0,APRTC
3484,SR Nagar,Ananthapur,NON A/C Sleeper (2+1),hyderabad-to-ananthapur,2.4,1000.0,APRTC
3485,Gachibowli,Thapovanam Circle,Bharat Benz A/C Sleeper (2+1),hyderabad-to-ananthapur,5.0,1299.0,APRTC
3486,JBS (Jublee Bus Stand),Thapovanam Circle,A/C Volvo B11R Multi-Axle Sleeper (2+1),hyderabad-to-ananthapur,5.0,1599.0,APRTC
